Bin_ID,Bin_Type,Electoral_Area,Irish_X,Irish_Y
WMS2274,Class B,BEAUMONT B,-6.223606,53.38499
WMS4123,Cast Iron,ASHTOWN B,-6.324738,53.367069
WMS1648,Dog Bin,BALLYGALL C,-6.27254,53.386197
WMS2757,Class B,CABRA EAST A,-6.277301,53.360861
WMS3355,Class B,KIMMAGE E,-6.308929,53.313666
WMS1337,Class A,RATHMINES EAST A,-6.252506,53.325525
WMS0375,Class A,NORTH CITY,-6.262893,53.348079
WMS1034,Class A,NORTH CITY,-6.259003,53.351865
WMS2541,Class B,CLONTARF WEST C,-6.222938,53.371634
WMS0262,Class A,NORTH CITY,-6.262963,53.349417
WMS0160,Class A,NORTH CITY,-6.256059,53.350427
WMS0603,Class A,MANSION HOUSE B,-6.258569,53.339515
WMS0767,Class A,SAINT KEVIN'S,-6.268832,53.329922
WMS3181,Class B,RATHMINES WEST C,-6.258279,53.313605
WMS1756,Bigbelly Bin,PEMBROKE EAST A,-6.191981,53.337586
WMS1080,Bigbelly Bin,MOUNTJOY B,-6.250078,53.356996
WMS1769,Class A,ROYAL EXCHANGE B,-6.262471,53.343009
WMS2238,Class B,WHITEHALL C,-6.243487,53.388209
WMS1086,Bigbelly Bin,ARRAN QUAY C,-6.277284,53.34697
WMS2275,Class B,BEAUMONT B,-6.219602,53.384468
WMS4056,Cast Iron,PRIORSWOOD E,-6.212566,53.39774
WMS1424,Class A,CLONTARF EAST B,-6.183041,53.36033
WMS2231,Class B,PHOENIX PARK,-6.298076,53.348139
WMS4013,Cast Iron,BALLYGALL A,-6.300227,53.389945
WMS0996,Class A,USHERS C,-6.292095,53.338415
WMS3894,Class B,PEMBROKE EAST E,-6.230683,53.329105
WMS3997,Class B,RAHENY-FOXFIELD,-6.156795,53.386421
WMS3519,Class B,CABRA WEST C,-6.296981,53.36152
WMS4155,Cast Iron,NORTH DOCK B,-6.233385,53.357286
WMS3111,Class B,RATHMINES EAST B,-6.233259,53.319934
WMS3851,Class B,PEMBROKE EAST C,-6.211085,53.332423
WMS4237,Cast Iron,MOUNTJOY A,-6.255689,53.354539
WMS1068,Bigbelly Bin,RAHENY-St. ASSAM,-6.175137,53.379444
WMS1096,Bigbelly Bin,USHERS A,-6.307711,53.341746
WMS1163,Bigbelly Bin,SAINT KEVIN'S,-6.258908,53.330852
WMS3200,Class B,RATHMINES WEST A,-6.277544,53.326972
WMS0913,Bigbelly Bin,PEMBROKE WEST C,-6.238898,53.332354
WMS0480,Class A,ROYAL EXCHANGE A,-6.261787,53.344191
WMS1374,Class A,MOUNTJOY A,-6.25292,53.351032
WMS3594,Class B,MERCHANTS QUAY C,-6.279841,53.337171
WMS3160,Class B,PEMBROKE EAST D,-6.233087,53.317736
WMS2573,Class B,GRACE PARK,-6.23883,53.379909
WMS3906,Class B,BEAUMONT F,-6.235167,53.3849
WMS4584,Cast Iron,CABRA EAST C,-6.295317,53.354018
WMS4292,Cast Iron,MOUNTJOY A,-6.252882,53.350756
WMS1653,Dog Bin,ARRAN QUAY A,-6.276744,53.359561
WMS2476,Class B,HARMONSTOWN B,-6.201677,53.382314
WMS2316,Class B,CLONTARF WEST A,-6.206157,53.382622
WMS4207,Cast Iron,MOUNTJOY B,-6.256205,53.356538
WMS2553,Class B,WHITEHALL A,-6.262164,53.37893
WMS3534,Class B,DRUMCONDRA SOUTH C,-6.25678,53.374485
WMS0460,Class A,ROYAL EXCHANGE A,-6.267714,53.343943
WMS4430,Cast Iron,SAINT KEVIN'S,-6.263834,53.332736
WMS0604,Class A,ROYAL EXCHANGE B,-6.263743,53.34115
WMS1717,Dog Bin,ARRAN QUAY E,-6.285351,53.353246
WMS3807,Class B,ASHTOWN A,-6.317934,53.367947
WMS1311,Class A,NORTH DOCK C,-6.243156,53.355462
WMS0991,Class B,PEMBROKE EAST A,-6.227567,53.339781
WMS0294,Class A,NORTH CITY,-6.26655,53.348039
WMS3037,Class B,PEMBROKE EAST B,-6.219693,53.335503
WMS2835,Class B,CLONTARF EAST C,-6.19834,53.360166
WMS1219,Bigbelly Bin,NORTH DOCK C,-6.245946,53.34778
WMS3275,Class B,KIMMAGE C,-6.283414,53.330497
WMS2527,Class B,CLONTARF WEST B,-6.209077,53.372632
WMS3183,Class B,RATHMINES EAST C,-6.255894,53.321092
WMS0995,Class A,BALLYMUN C,-6.260586,53.399642
WMS1379,Class A,NORTH CITY,-6.262659,53.349375
WMS3879,Class B,GRACE PARK,-6.226287,53.377627
WMS3707,Class B,BALLYMUN C,-6.262904,53.400976
WMS1300,Bigbelly Bin,MANSION HOUSE A,-6.251451,53.347368
WMS2119,Class B,BALLYGALL B,-6.279611,53.387201
WMS1003,Class A,ROTUNDA B,-6.264605,53.351142
WMS1366,Bigbelly Bin,FINGLAS NORTH B,-6.310926,53.390107
WMS2908,Class B,ARRAN QUAY B,-6.287944,53.356333
WMS1198,Bigbelly Bin,USHERS C,-6.287229,53.338047
WMS0355,Class A,NORTH CITY,-6.268213,53.346837
WMS1276,Bigbelly Bin,NORTH DOCK C,-6.240986,53.349598
WMS0073,Class A,USHERS A,-6.29382,53.342548
WMS2178,Class B,CLONTARF WEST C,-6.207556,53.370545
WMS3956,Class B,TERENURE D,-6.285432,53.309022
WMS2448,Class B,PRIORSWOOD B,-6.198331,53.400099
WMS3038,Class B,PEMBROKE EAST B,-6.220041,53.335833
WMS4707,Cast Iron,RATHMINES EAST A,-6.250395,53.329589
WMS1758,Bigbelly Bin,BOTANIC C,-6.259757,53.361576
WMS0938,Class A,RATHMINES EAST D,-6.255557,53.325054
WMS1111,Bigbelly Bin,NORTH CITY,-6.266591,53.346083
WMS3585,Class B,BEAUMONT A,-6.236982,53.391657
WMS2136,Class B,BALLYGALL B,-6.282135,53.387164
WMS0334,Class A,NORTH CITY,-6.266867,53.349225
WMS0539,Class A,KIMMAGE D,-6.291175,53.31974
WMS3614,Class B,INNS QUAY A,-6.266215,53.360366
WMS3133,Class B,RATHMINES EAST B,-6.243292,53.323511
WMS3208,Class B,RATHMINES WEST E,-6.283047,53.310719
WMS2377,Class B,BEAUMONT C,-6.213244,53.387998
WMS3896,Class B,PEMBROKE EAST E,-6.230174,53.328915
WMS2124,Class B,BALLYGALL D,-6.276392,53.38217
WMS2821,Class B,ASHTOWN A,-6.328946,53.371536
WMS0764,Class A,GRANGE A,-6.161793,53.398074
WMS4703,Cast Iron,GRACE PARK,-6.237607,53.372214
WMS1019,Class A,NORTH CITY,-6.260414,53.349688
WMS4317,Cast Iron,ROYAL EXCHANGE A,-6.268268,53.345065
WMS0425,Class A,INNS QUAY C,-6.272339,53.345648
WMS3095,Class B,PEMBROKE WEST B,-6.24078,53.325066
WMS0710,Class A,SAINT KEVIN'S,-6.265118,53.335847
WMS2039,Class B,FINGLAS SOUTH A,-6.31823,53.390401
WMS3790,Class B,CLONTARF WEST A,-6.205008,53.381617
WMS4334,Cast Iron,SOUTH DOCK,-6.248075,53.336322
WMS1425,Class A,NORTH CITY,-6.263524,53.351317
WMS0846,Class A,SOUTH DOCK,-6.243365,53.343107
WMS2307,Class B,BEAUMONT C,-6.214986,53.386867
WMS2196,Class B,WHITEHALL C,-6.246582,53.389793
WMS1683,Dog Bin,BEAUMONT F,-6.226663,53.381879
WMS2139,Class B,BOTANIC A,-6.274872,53.379401
WMS0713,Class A,ROYAL EXCHANGE B,-6.265584,53.337295
WMS0740,Class A,MANSION HOUSE B,-6.255953,53.337654
WMS0095,Class A,INNS QUAY B,-6.264419,53.357043
WMS0453,Class A,WOOD QUAY A,-6.271479,53.343044
WMS4433,Cast Iron,SAINT KEVIN'S,-6.266727,53.331362
WMS3757,Class B,FINGLAS SOUTH B,-6.301605,53.386754
WMS0092,Class A,ROTUNDA B,-6.265125,53.355822
WMS1023,Class A,NORTH CITY,-6.259574,53.348342
WMS3207,Class B,RATHMINES WEST E,-6.28288,53.311089
WMS2907,Class B,ARRAN QUAY E,-6.287066,53.351272
WMS4083,Cast Iron,CLONTARF EAST A,-6.177593,53.379864
WMS0816,Class A,MANSION HOUSE B,-6.253523,53.34189
WMS4502,Cast Iron,USHERS C,-6.287408,53.336921
WMS2574,Class B,GRACE PARK,-6.23896,53.379586
WMS3058,Class B,PEMBROKE WEST B,-6.228718,53.334036
WMS0845,Class A,SOUTH DOCK,-6.242777,53.34302
WMS3876,Class B,BALLYGALL C,-6.265285,53.386495
WMS4545,Cast Iron,DRUMFINN,-6.351687,53.342216
WMS1057,Class A,MANSION HOUSE B,-6.258449,53.340079
WMS4622,Cast Iron,MERCHANTS QUAY C,-6.282212,53.338253
WMS1160,Bigbelly Bin,SOUTH DOCK,-6.249952,53.333012
WMS1249,Bigbelly Bin,SOUTH DOCK,-6.240989,53.342915
WMS2802,Class B,CABRA WEST C,-6.303079,53.363319
WMS0861,Class A,MERCHANTS QUAY D,-6.276707,53.337199
WMS2374,Class B,PRIORSWOOD C,-6.195677,53.402103
WMS4183,Cast Iron,ARRAN QUAY E,-6.285566,53.353453
WMS2970,Class B,SOUTH DOCK,-6.234063,53.341942
WMS4147,Cast Iron,NORTH DOCK C,-6.243362,53.352315
WMS4668,Cast Iron,ROTUNDA A,-6.259518,53.353688
WMS3931,Class B,FINGLAS SOUTH A,-6.312385,53.388756
WMS3710,Class B,NORTH DOCK B,-6.233272,53.356543
WMS2615,Class B,CLONTARF EAST B,-6.189852,53.35871
WMS3429,Class B,DRUMFINN,-6.358514,53.345009
WMS0554,Class A,ROYAL EXCHANGE A,-6.264315,53.343672
WMS4127,Cast Iron,ARRAN QUAY E,-6.292478,53.355672
WMS2977,Class B,SOUTH DOCK,-6.244583,53.342921
WMS3743,Class B,BALLYGALL B,-6.287892,53.38904
WMS0650,Class A,ROYAL EXCHANGE B,-6.263162,53.341384
WMS1699,Dog Bin,KILMAINHAM C,-6.307213,53.337065
WMS0364,Class A,NORTH CITY,-6.262458,53.34685
WMS2816,Class B,ASHTOWN A,-6.323585,53.370528
WMS0103,Class A,ROTUNDA A,-6.262372,53.356912
WMS2468,Class B,GRANGE D,-6.174793,53.385381
WMS3816,Class B,CLONTARF EAST C,-6.197289,53.359403
WMS3271,Class B,TERENURE B,-6.286066,53.310889
WMS3126,Class B,PEMBROKE EAST E,-6.23011,53.324221
WMS1383,Bigbelly Bin,CABRA EAST A,-6.27229,53.366744
WMS4187,Cast Iron,ARRAN QUAY B,-6.283347,53.351957
WMS4304,Cast Iron,ROTUNDA B,-6.266401,53.350699
WMS4470,Cast Iron,MERCHANTS QUAY A,-6.277632,53.342865
WMS2390,Class B,AYRFIELD,-6.19182,53.392909
WMS3556,Class B,CLONTARF WEST D,-6.228577,53.366365
WMS4071,Cast Iron,GRANGE A,-6.167505,53.397427
WMS1088,Bigbelly Bin,ARRAN QUAY C,-6.277964,53.348176
WMS0813,Class A,MANSION HOUSE B,-6.255925,53.342414
WMS4093,Cast Iron,RAHENY-St. ASSAM,-6.174889,53.380298
WMS1290,Bigbelly Bin,MANSION HOUSE A,-6.243723,53.346432
WMS2976,Class B,SOUTH DOCK,-6.241076,53.342498
WMS1251,Bigbelly Bin,SOUTH DOCK,-6.238623,53.342484
WMS2061,Class B,BALLYMUN F,-6.286509,53.393335
WMS1190,Class A,RATHFARNHAM,-6.273754,53.310279
WMS0114,Class A,MOUNTJOY A,-6.252387,53.350359
WMS1767,Class A,FINGLAS NORTH B,-6.311426,53.389268
WMS0640,Class A,ROYAL EXCHANGE A,-6.260047,53.343558
WMS0047,Class A,CLONTARF EAST C,-6.202887,53.359774
WMS0965,Class A,KILMORE D,-6.201208,53.387203
WMS2228,Class B,WHITEHALL C,-6.243983,53.395009
WMS1467,Bigbelly Bin,ROYAL EXCHANGE A,-6.269699,53.345091
WMS0756,Class A,SAINT KEVIN'S,-6.25698,53.335909
WMS3502,Class B,ASHTOWN A,-6.318036,53.368123
WMS3421,Class B,CARNA,-6.363218,53.342968
WMS1076,Bigbelly Bin,CLONTARF WEST D,-6.231585,53.36429
WMS2637,Class B,WOOD QUAY B,-6.273102,53.332119
WMS4222,Cast Iron,ROTUNDA A,-6.263722,53.356468
WMS3582,Class B,CABRA EAST A,-6.27639,53.360762
WMS0467,Class A,ROYAL EXCHANGE A,-6.266506,53.344081
WMS0171,Class A,NORTH CITY,-6.255683,53.348947
WMS4585,Cast Iron,MERCHANTS QUAY C,-6.283578,53.337892
WMS0168,Class A,NORTH CITY,-6.258416,53.35006
WMS1603,Class A,BALLYMUN D,-6.264697,53.394293
WMS4198,Cast Iron,ARRAN QUAY E,-6.285267,53.353124
WMS3844,Class B,USHERS A,-6.305353,53.340777
WMS1115,Bigbelly Bin,NORTH CITY,-6.263441,53.346479
WMS0750,Class A,RATHMINES EAST A,-6.252217,53.330802
WMS1662,Dog Bin,INNS QUAY A,-6.259811,53.361431
WMS3398,Class B,KILMAINHAM B,-6.320052,53.340691
WMS1612,Class A,NORTH CITY,-6.26088,53.349742
WMS3078,Class B,PEMBROKE EAST E,-6.217178,53.321452
WMS2922,Class B,INNS QUAY B,-6.269962,53.3594
WMS0697,Class A,SAINT KEVIN'S,-6.263404,53.336096
WMS4218,Cast Iron,ROTUNDA A,-6.262805,53.355017
WMS2208,Class B,WHITEHALL A,-6.258359,53.387561
WMS4403,Cast Iron,MANSION HOUSE A,-6.249117,53.34421
WMS2378,Class B,PRIORSWOOD D,-6.200976,53.397994
WMS2894,Class B,NORTH DOCK B,-6.229624,53.354524
WMS1428,Class A,NORTH CITY,-6.262834,53.35051
WMS2896,Class B,NORTH DOCK B,-6.229153,53.354852
WMS4059,Cast Iron,PRIORSWOOD E,-6.210389,53.400822
WMS0339,Class A,ROTUNDA B,-6.268775,53.350145
WMS2220,Class B,WHITEHALL C,-6.24154,53.397828
WMS1777,Bigbelly Bin,PRIORSWOOD C,-6.19477,53.401478
WMS1040,Class A,ROYAL EXCHANGE A,-6.259278,53.343923
WMS3915,Class B,DRUMCONDRA SOUTH A,-6.254396,53.36949
WMS4610,Cast Iron,USHERS B,-6.288104,53.346603
WMS0203,Class A,NORTH CITY,-6.255713,53.3481
WMS3640,Class B,CRUMLIN C,-6.297372,53.33036
WMS4065,Cast Iron,PEMBROKE EAST B,-6.217689,53.33004
WMS2618,Class B,RAHENY-FOXFIELD,-6.15325,53.38054
WMS2217,Class B,WHITEHALL B,-6.245903,53.388412
WMS2887,Class B,NORTH DOCK B,-6.235028,53.355085
WMS1166,Bigbelly Bin,SAINT KEVIN'S,-6.262974,53.330226
WMS3948,Class B,USHERS F,-6.304713,53.339181
WMS3046,Class B,PEMBROKE EAST E,-6.226037,53.328642
WMS1645,Dog Bin,BALLYGALL D,-6.280631,53.381744
WMS0133,Class A,MOUNTJOY A,-6.251153,53.351309
WMS0613,Class A,ROYAL EXCHANGE B,-6.261512,53.340178
WMS2014,Class B,BALLYGALL A,-6.29769,53.387548
WMS0533,Class A,ROYAL EXCHANGE A,-6.266823,53.338301
WMS3952,Class B,ARRAN QUAY D,-6.291394,53.353642
WMS1046,Class A,MANSION HOUSE B,-6.258973,53.339612
WMS1165,Bigbelly Bin,SAINT KEVIN'S,-6.261947,53.330277
WMS3563,Class B,PHOENIX PARK,-6.305954,53.348425
WMS0908,Bigbelly Bin,PEMBROKE WEST C,-6.237295,53.334872
WMS1037,Class A,NORTH CITY,-6.258147,53.350216
WMS3565,Class B,NORTH DOCK B,-6.233468,53.356382
WMS4551,Cast Iron,CARNA,-6.35662,53.341546
WMS1054,Class A,BALLYMUN B,-6.267504,53.399036
WMS0551,Class A,ROYAL EXCHANGE B,-6.264318,53.342677
WMS3789,Class B,CLONTARF WEST B,-6.214374,53.376835
WMS3734,Class B,BALLYGALL C,-6.276975,53.390272
WMS3176,Class B,RATHMINES EAST C,-6.25187,53.309343
WMS0915,Bigbelly Bin,PEMBROKE WEST C,-6.240563,53.332471
WMS1688,Dog Bin,GRANGE D,-6.166375,53.388158
WMS0194,Class A,NORTH DOCK C,-6.254683,53.348696
WMS0744,Class A,MANSION HOUSE B,-6.255663,53.334942
WMS3803,Class B,WHITEHALL B,-6.249877,53.387893
WMS1176,Bigbelly Bin,PEMBROKE EAST A,-6.227786,53.341985
WMS2502,Class B,CLONTARF EAST A,-6.190644,53.376398
WMS3270,Class B,TERENURE B,-6.2832,53.311758
WMS4213,Cast Iron,ROTUNDA A,-6.260159,53.356297
WMS2059,Class B,FINGLAS SOUTH B,-6.29915,53.380416
WMS0806,Class A,MANSION HOUSE B,-6.25823,53.341679
WMS2149,Class B,WHITEHALL A,-6.265014,53.384627
WMS3839,Class B,BALLYGALL A,-6.296925,53.387055
WMS4357,Cast Iron,SAINT KEVIN'S,-6.257673,53.335223
WMS0923,Bigbelly Bin,PEMBROKE WEST C,-6.245072,53.333839
WMS0675,Class A,MANSION HOUSE B,-6.256344,53.338929
WMS1167,Bigbelly Bin,SAINT KEVIN'S,-6.264781,53.330259
WMS1164,Bigbelly Bin,SAINT KEVIN'S,-6.260742,53.33039
WMS1650,Dog Bin,WHITEHALL A,-6.265587,53.381894
WMS1748,Bigbelly Bin,KILMAINHAM C,-6.308438,53.340667
WMS0481,Class A,ROYAL EXCHANGE A,-6.260483,53.344219
WMS3505,Class B,RATHMINES EAST A,-6.241747,53.325443
WMS0414,Class A,ROTUNDA B,-6.269114,53.350115
WMS2660,Class B,CLONTARF EAST C,-6.195856,53.364094
WMS0761,Class A,KILMORE D,-6.201021,53.387527
WMS2609,Class B,CLONTARF EAST C,-6.208589,53.360318
WMS4037,Cast Iron,BEAUMONT B,-6.224559,53.385163
WMS0120,Class A,NORTH DOCK C,-6.250276,53.350597
WMS2652,Class B,CLONTARF EAST C,-6.195366,53.364383
WMS4649,Cast Iron,NORTH CITY,-6.258619,53.350698
WMS3611,Class B,GRANGE C,-6.16108,53.393907
WMS0795,Class A,SOUTH DOCK,-6.246179,53.340194
WMS4473,Cast Iron,MERCHANTS QUAY A,-6.280571,53.343135
WMS1129,Bigbelly Bin,MANSION HOUSE A,-6.256103,53.347382
WMS2888,Class B,NORTH DOCK B,-6.234883,53.355188
WMS2128,Class B,BOTANIC B,-6.262625,53.366705
WMS4197,Cast Iron,ARRAN QUAY E,-6.28479,53.352871
WMS4412,Cast Iron,MANSION HOUSE A,-6.255117,53.347326
WMS1094,Bigbelly Bin,ARRAN QUAY E,-6.2826,53.350961
WMS2930,Class B,INNS QUAY A,-6.264568,53.357793
WMS1122,Bigbelly Bin,NORTH CITY,-6.258527,53.347595
WMS3281,Class B,CRUMLIN B,-6.305837,53.336481
WMS4669,Cast Iron,DECIES,-6.344704,53.339256
WMS3530,Class B,WHITEHALL B,-6.244071,53.383265
WMS1112,Bigbelly Bin,NORTH CITY,-6.265768,53.346156
WMS0615,Class A,MANSION HOUSE B,-6.26062,53.340105
WMS1188,Bigbelly Bin,BALLYBOUGH A,-6.248304,53.357639
WMS3185,Class B,RATHMINES WEST F,-6.270086,53.317906
WMS0739,Class A,MANSION HOUSE B,-6.256282,53.337252
WMS1677,Dog Bin,CABRA WEST C,-6.295904,53.3643
WMS3750,Class B,RAHENY-GREENDALE,-6.14474,53.384148
WMS1413,Class A,CLONTARF EAST B,-6.188757,53.358521
WMS2699,Class B,BOTANIC A,-6.269897,53.376237
WMS0667,Class A,ROYAL EXCHANGE B,-6.263323,53.342381
WMS3380,Class B,INCHICORE B,-6.334677,53.328791
WMS2060,Class B,FINGLAS SOUTH D,-6.314576,53.379124
WMS1416,Class A,CLONTARF EAST C,-6.196525,53.358579
WMS0705,Class A,SAINT KEVIN'S,-6.264336,53.333731
WMS1183,Bigbelly Bin,NORTH CITY,-6.25753,53.352641
WMS4397,Cast Iron,MANSION HOUSE A,-6.24944,53.343719
WMS0479,Class A,ROYAL EXCHANGE A,-6.261981,53.344184
WMS0929,Bigbelly Bin,PEMBROKE WEST C,-6.24566,53.333816
WMS3973,Class B,CLONTARF WEST A,-6.208323,53.381221
WMS1361,Bigbelly Bin,AYRFIELD,-6.191052,53.390287
WMS3686,Class B,FINGLAS SOUTH B,-6.300315,53.384955
WMS3919,Class B,BOTANIC A,-6.275483,53.37724
WMS1236,Bigbelly Bin,SOUTH DOCK,-6.234764,53.34583
WMS2389,Class B,AYRFIELD,-6.187136,53.396564
WMS1423,Class A,CLONTARF EAST C,-6.200259,53.359351
WMS0023,Class A,BALLYMUN C,-6.257108,53.39778
WMS1006,Class A,ROTUNDA B,-6.263164,53.351841
WMS0456,Class A,RATHMINES WEST E,-6.27287,53.313949
WMS4546,Cast Iron,DRUMFINN,-6.351387,53.342223
WMS4168,Cast Iron,NORTH DOCK C,-6.249784,53.351559
WMS0012,Class A,BALLYMUN C,-6.263676,53.399127
WMS3626,Class B,ARRAN QUAY A,-6.273347,53.354982
WMS4235,Cast Iron,MOUNTJOY A,-6.254214,53.355121
WMS2401,Class B,GRANGE A,-6.162644,53.402488
WMS0368,Class A,NORTH CITY,-6.260109,53.34741
WMS0452,Class A,CARNA,-6.356974,53.340999
WMS4250,Cast Iron,ROTUNDA A,-6.256269,53.353167
WMS0280,Class A,NORTH CITY,-6.265894,53.348943
WMS0455,Class A,USHERS F,-6.29466,53.34214
WMS4431,Cast Iron,SAINT KEVIN'S,-6.265032,53.332507
WMS1213,Bigbelly Bin,NORTH DOCK B,-6.240104,53.347659
WMS4153,Cast Iron,NORTH DOCK A,-6.236501,53.359137
WMS0187,Class A,NORTH CITY,-6.257781,53.347944
WMS0002,Class A,BALLYMUN D,-6.26426,53.393941
WMS2487,Class B,RAHENY-St. ASSAM,-6.16034,53.379184
WMS3164,Class B,RATHMINES WEST C,-6.26204,53.31332
WMS3085,Class B,PEMBROKE WEST C,-6.248988,53.329765
WMS1016,Class A,NORTH CITY,-6.261448,53.352016
WMS3815,Class B,CLONTARF WEST C,-6.226255,53.363977
WMS2783,Class B,CABRA WEST D,-6.302452,53.362922
WMS2910,Class B,ARRAN QUAY B,-6.2857,53.353706
WMS1390,Bigbelly Bin,ROYAL EXCHANGE A,-6.262902,53.345554
WMS3921,Class B,ASHTOWN A,-6.323394,53.374564
WMS0192,Class A,NORTH CITY,-6.255131,53.348697
WMS3265,Class B,TERENURE D,-6.284641,53.309494
WMS3645,Class B,KIMMAGE E,-6.304183,53.319299
WMS2786,Class B,ASHTOWN B,-6.304705,53.363253
WMS0791,Class A,SOUTH DOCK,-6.24591,53.33748
WMS1097,Bigbelly Bin,USHERS A,-6.292976,53.346172
WMS4072,Cast Iron,GRANGE A,-6.16269,53.397245
WMS1322,Class A,GRANGE A,-6.163588,53.395238
WMS3603,Class B,BALLYGALL A,-6.299044,53.388549
WMS3114,Class B,RATHMINES EAST B,-6.237931,53.322539
WMS1070,Bigbelly Bin,CLONTARF EAST C,-6.196287,53.359186
WMS0459,Class A,ROYAL EXCHANGE A,-6.267886,53.343954
WMS2108,Class B,BALLYMUN E,-6.270222,53.389946
WMS1763,Dog Bin,NORTH DOCK C,-6.240868,53.350142
WMS1785,Bigbelly Bin,CLONTARF EAST A,-6.181616,53.369798
WMS4098,Cast Iron,RAHENY-St. ASSAM,-6.172558,53.380351
WMS2203,Class B,WHITEHALL B,-6.25015,53.384651
WMS4208,Cast Iron,MOUNTJOY B,-6.256587,53.356906
WMS2912,Class B,ARRAN QUAY A,-6.272769,53.360256
WMS2936,Class B,ROTUNDA B,-6.268448,53.352652
WMS1027,Class A,ROTUNDA A,-6.260553,53.352861
WMS0950,Class A,RATHMINES WEST B,-6.265488,53.322903
WMS3905,Class B,WHITEHALL C,-6.245729,53.393635
WMS3195,Class B,RATHFARNHAM,-6.267223,53.30599
WMS2641,Class B,CLONTARF EAST B,-6.187245,53.366365
WMS4179,Cast Iron,ROTUNDA A,-6.260087,53.357643
WMS3840,Class B,FINGLAS NORTH C,-6.295151,53.394883
WMS3657,Class B,FINGLAS NORTH C,-6.28992,53.394485
WMS0146,Class A,MOUNTJOY A,-6.254121,53.350837
WMS1137,Bigbelly Bin,ARRAN QUAY C,-6.278515,53.347237
WMS3293,Class B,USHERS A,-6.299565,53.341339
WMS2563,Class B,DRUMCONDRA SOUTH C,-6.254509,53.376673
WMS2391,Class B,AYRFIELD,-6.192286,53.392711
WMS0733,Class A,SAINT KEVIN'S,-6.265637,53.332526
WMS3157,Class B,RATHMINES EAST A,-6.247988,53.327772
WMS2698,Class B,BOTANIC A,-6.268066,53.372734
WMS1216,Bigbelly Bin,NORTH DOCK C,-6.242389,53.347512
WMS0419,Class A,NORTH CITY,-6.259355,53.349871
WMS2579,Class B,GRACE PARK,-6.239636,53.375599
WMS0248,Class A,NORTH CITY,-6.259591,53.347715
WMS2416,Class B,AYRFIELD,-6.182604,53.39165
WMS0556,Class A,ROYAL EXCHANGE A,-6.264492,53.343811
WMS0251,Class A,NORTH CITY,-6.260634,53.349787
WMS3768,Class B,ARRAN QUAY B,-6.280558,53.359025
WMS4303,Cast Iron,ROTUNDA B,-6.268133,53.351675
WMS4262,Cast Iron,MOUNTJOY A,-6.248705,53.353005
WMS2029,Class B,FINGLAS NORTH C,-6.30445,53.397084
WMS0631,Class A,MANSION HOUSE B,-6.259713,53.342215
WMS2094,Class B,BALLYGALL B,-6.283563,53.390519
WMS3478,Class B,RAHENY-St. ASSAM,-6.166358,53.374983
WMS1214,Bigbelly Bin,NORTH DOCK C,-6.241073,53.347866
WMS3367,Class B,ASHTOWN A,-6.306232,53.370143
WMS2386,Class B,GRANGE A,-6.181041,53.401641
WMS0285,Class A,NORTH CITY,-6.267265,53.348731
WMS0087,Class A,MOUNTJOY B,-6.261294,53.359505
WMS3099,Class B,PEMBROKE WEST B,-6.236845,53.322231
WMS4598,Cast Iron,BOTANIC A,-6.271589,53.365887
WMS4748,Class B,BOTANIC A,-6.27337,53.368071
WMS3995,Class B,CRUMLIN E,-6.317954,53.329679
WMS3128,Class B,PEMBROKE EAST D,-6.216312,53.31831
WMS4047,Cast Iron,BEAUMONT B,-6.219056,53.386009
WMS0354,Class A,NORTH CITY,-6.268166,53.347139
WMS3987,Class B,BALLYMUN F,-6.282331,53.39341
WMS4404,Cast Iron,MANSION HOUSE A,-6.248875,53.345505
WMS1720,Bigbelly Bin,BOTANIC A,-6.269513,53.371491
WMS2042,Class B,FINGLAS NORTH B,-6.309304,53.397974
WMS1422,Class A,CLONTARF EAST C,-6.201641,53.359597
WMS0814,Class A,MANSION HOUSE B,-6.255428,53.342311
WMS3342,Class B,CRUMLIN F,-6.319307,53.325001
WMS4030,Cast Iron,KILMORE A,-6.231008,53.40001
WMS3173,Class B,RATHMINES EAST C,-6.252211,53.311278
WMS4162,Cast Iron,NORTH DOCK C,-6.241101,53.348902
WMS0238,Class A,NORTH CITY,-6.260776,53.350502
WMS0229,Class A,NORTH CITY,-6.260867,53.351739
WMS3942,Class B,TERENURE C,-6.285558,53.309622
WMS4004,Cast Iron,BOTANIC C,-6.271606,53.3653
WMS1248,Bigbelly Bin,SOUTH DOCK,-6.240819,53.343976
WMS1215,Bigbelly Bin,NORTH DOCK C,-6.248632,53.347999
WMS0291,Class A,NORTH CITY,-6.267168,53.348402
WMS3210,Class B,RATHMINES WEST E,-6.281678,53.310395
WMS2195,Class B,WHITEHALL C,-6.249116,53.389746
WMS3356,Class B,KIMMAGE E,-6.302329,53.312664
WMS0827,Class A,MANSION HOUSE A,-6.257944,53.345942
WMS0422,Class A,NORTH CITY,-6.268668,53.346058
WMS3198,Class B,RATHMINES WEST A,-6.273936,53.329526
WMS0693,Class A,ROYAL EXCHANGE B,-6.262916,53.337433
WMS1766,Class A,FINGLAS NORTH B,-6.311358,53.389702
WMS2494,Class B,RAHENY-FOXFIELD,-6.153577,53.382946
WMS3598,Class B,PEMBROKE EAST B,-6.225049,53.33427
WMS0821,Class A,MANSION HOUSE A,-6.255677,53.34252
