Bin_ID,Bin_Type,Electoral_Area,Irish_X,Irish_Y
WMS1697,Dog Bin,MOUNTJOY A,-6.255982,53.353062
WMS1278,Bigbelly Bin,NORTH DOCK C,-6.240433,53.350481
WMS1388,Bigbelly Bin,ROYAL EXCHANGE A,-6.268743,53.344063
WMS3475,Class B,CLONTARF EAST A,-6.17099,53.377058
WMS1028,Class A,ROTUNDA A,-6.259801,53.35319
WMS4238,Cast Iron,MOUNTJOY A,-6.25634,53.354258
WMS3257,Class B,TERENURE C,-6.29792,53.302864
WMS4450,Cast Iron,PEMBROKE WEST C,-6.251523,53.330376
WMS3163,Class B,RATHMINES WEST C,-6.264287,53.318565
WMS3933,Class B,HARMONSTOWN B,-6.198758,53.380461
WMS4006,Cast Iron,CABRA EAST A,-6.271765,53.365267
WMS4276,Cast Iron,MOUNTJOY A,-6.254673,53.353384
WMS0809,Class A,MANSION HOUSE B,-6.257466,53.342797
WMS3597,Class B,RATHMINES EAST B,-6.247838,53.311232
WMS0840,Class A,MANSION HOUSE A,-6.245343,53.343236
WMS3336,Class B,WALKINSTOWN A,-6.332694,53.318119
WMS0343,Class A,NORTH CITY,-6.269085,53.349597
WMS2412,Class B,GRANGE C,-6.161042,53.396005
WMS3936,Class B,CHAPELIZOD,-6.351568,53.350853
WMS3057,Class B,PEMBROKE EAST E,-6.229893,53.329024
WMS1762,Class A,ARRAN QUAY B,-6.279673,53.350395
WMS2400,Class B,GRANGE A,-6.162373,53.401568
WMS4175,Cast Iron,MOUNTJOY B,-6.260509,53.358298
WMS0971,Class A,CHAPELIZOD,-6.344315,53.34919
WMS4702,Cast Iron,PEMBROKE EAST B,-6.216421,53.333232
WMS0648,Class A,ROYAL EXCHANGE B,-6.262213,53.34249
WMS0117,Class A,NORTH DOCK C,-6.251514,53.349567
WMS4186,Cast Iron,ARRAN QUAY B,-6.28364,53.352313
WMS2314,Class B,BEAUMONT C,-6.207377,53.38223
WMS1617,Bigbelly Bin,NORTH CITY,-6.264561,53.34627
WMS1754,Bigbelly Bin,RATHFARNHAM,-6.260021,53.307298
WMS0184,Class A,NORTH CITY,-6.258663,53.347765
WMS0066,Class A,MANSION HOUSE A,-6.24838,53.341656
WMS3926,Class B,BALLYMUN F,-6.285288,53.393129
WMS3736,Class B,CRUMLIN C,-6.292842,53.331965
WMS0209,Class A,PEMBROKE EAST D,-6.214769,53.320445
WMS3884,Class B,WHITEHALL C,-6.243085,53.39072
WMS3399,Class B,KILMAINHAM B,-6.31988,53.34118
WMS3581,Class B,CABRA EAST A,-6.279104,53.360846
WMS2121,Class B,BALLYGALL C,-6.277665,53.384605
WMS3747,Class B,WALKINSTOWN A,-6.340378,53.321979
WMS1090,Bigbelly Bin,ARRAN QUAY C,-6.278766,53.347654
WMS1098,Bigbelly Bin,USHERS A,-6.29255,53.346219
WMS2269,Class B,BEAUMONT B,-6.229017,53.389824
WMS3779,Class B,KILMORE C,-6.209666,53.396946
WMS0688,Class A,MANSION HOUSE B,-6.261603,53.338535
WMS0723,Class A,SAINT KEVIN'S,-6.264698,53.331482
WMS3698,Class B,BALLYMUN B,-6.271518,53.402099
WMS3718,Class B,ARRAN QUAY E,-6.288261,53.356506
WMS1151,Bigbelly Bin,ROYAL EXCHANGE A,-6.259364,53.345436
WMS4003,Cast Iron,BOTANIC C,-6.271509,53.365526
WMS1400,Bigbelly Bin,MERCHANTS QUAY B,-6.278738,53.342727
WMS2949,Class B,ARRAN QUAY A,-6.273625,53.357581
WMS4398,Cast Iron,MANSION HOUSE A,-6.249558,53.343535
WMS4345,Cast Iron,MANSION HOUSE B,-6.251544,53.334592
WMS1421,Class A,CLONTARF EAST B,-6.186941,53.35906
WMS3144,Class B,RATHMINES EAST B,-6.2467,53.321699
WMS1306,Bigbelly Bin,MANSION HOUSE A,-6.25432,53.347398
WMS0919,Bigbelly Bin,PEMBROKE WEST C,-6.245072,53.32881
WMS4226,Cast Iron,ROTUNDA A,-6.260007,53.35502
WMS0989,Class A,MERCHANTS QUAY C,-6.279585,53.338469
WMS3897,Class B,PEMBROKE EAST E,-6.230997,53.329698
WMS2730,Class B,CABRA EAST A,-6.273224,53.367689
WMS1211,Bigbelly Bin,NORTH DOCK B,-6.23945,53.347416
WMS1212,Bigbelly Bin,NORTH DOCK B,-6.239064,53.347595
WMS4007,Cast Iron,CABRA EAST A,-6.271793,53.364969
WMS0818,Class A,MANSION HOUSE A,-6.251032,53.341336
WMS0125,Class A,MERCHANTS QUAY E,-6.276573,53.331977
WMS0848,Class A,SOUTH DOCK,-6.244263,53.34321
WMS2810,Class B,ASHTOWN A,-6.3222,53.372416
WMS0454,Class A,WOOD QUAY A,-6.271615,53.342751
WMS1141,Bigbelly Bin,ROYAL EXCHANGE A,-6.262746,53.345594
WMS3689,Class B,BALLYGALL B,-6.292862,53.388818
WMS0352,Class A,NORTH CITY,-6.268268,53.347409
WMS3996,Class B,CRUMLIN E,-6.319836,53.330925
WMS1795,Bigbelly Bin,KILMORE D,-6.201002,53.387088
WMS1305,Bigbelly Bin,MANSION HOUSE A,-6.25377,53.347384
WMS2304,Class B,KILMORE B,-6.221494,53.393227
WMS3272,Class B,TERENURE A,-6.288767,53.315692
WMS3423,Class B,CHERRY ORCHARD A,-6.37727,53.344369
WMS1466,Class A,PEMBROKE WEST C,-6.252019,53.331015
WMS2117,Class B,BALLYGALL B,-6.280536,53.388418
WMS0766,Class A,SAINT KEVIN'S,-6.268315,53.32995
WMS3188,Class B,CABRA WEST B,-6.300749,53.367374
WMS4576,Cast Iron,KILMAINHAM C,-6.314668,53.33969
WMS0963,Class A,MERCHANTS QUAY A,-6.278192,53.34566
WMS1203,Bigbelly Bin,NORTH DOCK B,-6.230149,53.346796
WMS0784,Class A,PEMBROKE EAST E,-6.225274,53.329688
WMS1087,Bigbelly Bin,CARNA,-6.358536,53.342537
WMS4001,Cast Iron,BOTANIC A,-6.26849,53.370538
WMS2872,Class B,BALLYBOUGH B,-6.249006,53.362112
WMS0980,Class A,USHERS E,-6.299144,53.336547
WMS2385,Class B,GRANGE A,-6.180778,53.401784
WMS1257,Bigbelly Bin,SOUTH DOCK,-6.236435,53.344152
WMS0639,Class A,MANSION HOUSE B,-6.259317,53.343079
WMS3481,Class B,CABRA WEST C,-6.29706,53.361191
WMS1407,Class A,USHERS B,-6.282747,53.344966
WMS0601,Class A,MANSION HOUSE A,-6.25419,53.345972
WMS1431,Class A,PEMBROKE EAST A,-6.226605,53.341333
WMS2474,Class B,HARMONSTOWN B,-6.196594,53.382499
WMS0094,Class A,INNS QUAY B,-6.264619,53.356839
WMS4010,Cast Iron,BALLYGALL A,-6.299304,53.389925
WMS2373,Class B,PRIORSWOOD B,-6.199999,53.400984
WMS1407,Class A,USHERS B,-6.281135,53.344518
WMS3506,Class B,PEMBROKE WEST B,-6.231656,53.333622
WMS1700,Dog Bin,CRUMLIN B,-6.3084,53.334732
WMS1635,Dog Bin,FINGLAS NORTH C,-6.292547,53.39235
WMS4471,Cast Iron,MERCHANTS QUAY A,-6.278744,53.342873
WMS2531,Class B,CLONTARF WEST B,-6.215874,53.37453
WMS2688,Class B,DRUMCONDRA SOUTH A,-6.253502,53.370973
WMS4068,Cast Iron,PRIORSWOOD C,-6.194683,53.401314
WMS2560,Class B,DRUMCONDRA SOUTH A,-6.243827,53.374021
WMS3366,Class B,WALKINSTOWN C,-6.317045,53.320376
WMS4276,Cast Iron,MOUNTJOY A,-6.252827,53.353634
WMS1228,Class A,ROTUNDA B,-6.26793,53.350034
WMS0151,Class A,BALLYBOUGH B,-6.257943,53.36328
WMS2451,Class B,AYRFIELD,-6.18344,53.394345
WMS0682,Class A,MANSION HOUSE B,-6.257302,53.336453
WMS1189,Bigbelly Bin,MOUNTJOY A,-6.253244,53.351434
WMS1241,Bigbelly Bin,SOUTH DOCK,-6.237547,53.346038
WMS0290,Class A,NORTH CITY,-6.266767,53.348467
WMS0052,Class A,CLONTARF EAST D,-6.212686,53.360242
WMS0497,Class A,ROYAL EXCHANGE A,-6.27005,53.343909
WMS2784,Class B,BOTANIC B,-6.262712,53.366549
WMS3452,Class B,RATHMINES EAST A,-6.258489,53.330542
WMS0358,Class A,NORTH CITY,-6.267843,53.346294
WMS1734,Dog Bin,BALLYGALL C,-6.275668,53.386748
WMS0027,Class A,BALLYMUN C,-6.255389,53.391919
WMS1082,Bigbelly Bin,BOTANIC C,-6.258405,53.36309
WMS0561,Class A,ROYAL EXCHANGE A,-6.264744,53.342229
WMS3649,Class B,KIMMAGE E,-6.307709,53.320193
WMS0541,Class A,CLONTARF EAST A,-6.178343,53.37625
WMS4033,Cast Iron,KILMORE A,-6.230833,53.401257
WMS1244,Bigbelly Bin,SOUTH DOCK,-6.240219,53.346062
WMS0805,Class A,MANSION HOUSE B,-6.258671,53.34104
WMS0208,Class A,NORTH CITY,-6.258549,53.34764
WMS2460,Class B,GRANGE D,-6.168603,53.388745
WMS3607,Class B,GRANGE D,-6.176104,53.383152
WMS0335,Class A,NORTH CITY,-6.266981,53.349527
WMS4052,Cast Iron,BEAUMONT E,-6.22998,53.378646
WMS4152,Cast Iron,NORTH DOCK A,-6.237067,53.359473
WMS0917,Bigbelly Bin,PEMBROKE WEST C,-6.244259,53.333414
WMS1234,Bigbelly Bin,SOUTH DOCK,-6.234483,53.345637
WMS1794,Bigbelly Bin,BEAUMONT C,-6.204497,53.385492
WMS1170,Bigbelly Bin,TERENURE A,-6.279378,53.322632
WMS2090,Class B,FINGLAS NORTH C,-6.292463,53.389937
WMS3852,Class B,PEMBROKE EAST C,-6.208218,53.327118
WMS2495,Class B,RAHENY-FOXFIELD,-6.155781,53.383256
WMS0799,Class A,MANSION HOUSE A,-6.250405,53.341866
WMS4326,Cast Iron,MANSION HOUSE B,-6.253874,53.338256
WMS4426,Cast Iron,SAINT KEVIN'S,-6.258081,53.332657
WMS3081,Class B,PEMBROKE EAST E,-6.228762,53.328264
WMS0090,Class A,ROTUNDA A,-6.262781,53.358183
WMS2197,Class B,WHITEHALL B,-6.255387,53.388822
WMS1382,Bigbelly Bin,CABRA EAST A,-6.272637,53.361845
WMS0274,Class A,NORTH CITY,-6.265199,53.34906
WMS0093,Class A,INNS QUAY B,-6.265052,53.356417
WMS3307,Class B,USHERS D,-6.299091,53.337358
WMS2137,Class B,BALLYGALL B,-6.283163,53.387386
WMS0167,Class A,NORTH CITY,-6.258684,53.350087
WMS3504,Class B,RATHMINES EAST B,-6.239125,53.323493
WMS1081,Bigbelly Bin,BOTANIC C,-6.259111,53.362264
WMS0574,Class A,ROYAL EXCHANGE B,-6.265842,53.339117
WMS0933,Bigbelly Bin,PEMBROKE WEST C,-6.248342,53.333232
WMS0706,Class A,SAINT KEVIN'S,-6.26511,53.334485
WMS1313,Class A,ROYAL EXCHANGE B,-6.261945,53.340871
WMS3834,Class B,DRUMCONDRA SOUTH B,-6.255338,53.367111
WMS0198,Class A,NORTH DOCK B,-6.227139,53.349799
WMS3654,Class B,KIMMAGE E,-6.314958,53.316651
WMS3606,Class B,RAHENY-FOXFIELD,-6.155504,53.386106
WMS2030,Class B,FINGLAS NORTH C,-6.307402,53.399589
WMS0054,Class A,CLONTARF EAST D,-6.214915,53.360911
WMS4667,Cast Iron,MERCHANTS QUAY B,-6.276533,53.342915
WMS1149,Bigbelly Bin,ROYAL EXCHANGE A,-6.267327,53.344224
WMS0745,Class A,MANSION HOUSE B,-6.255297,53.334592
WMS2658,Class B,CLONTARF EAST C,-6.200982,53.370074
WMS0405,Class A,BALLYGALL C,-6.265982,53.385927
WMS3424,Class B,PALMERSTON VILLAGE,-6.376616,53.344428
WMS0790,Class A,SOUTH DOCK,-6.244778,53.337089
WMS3014,Class B,PEMBROKE WEST A,-6.231388,53.341365
WMS3234,Class B,RATHMINES WEST F,-6.274131,53.319886
WMS1208,Bigbelly Bin,NORTH DOCK B,-6.234967,53.347134
WMS3756,Class B,WHITEHALL D,-6.236714,53.384279
WMS0003,Class A,PEMBROKE WEST C,-6.24698,53.332856
WMS4593,Cast Iron,MERCHANTS QUAY A,-6.276699,53.343025
WMS4382,Cast Iron,MANSION HOUSE B,-6.25144,53.339653
WMS4416,Cast Iron,SOUTH DOCK,-6.241361,53.342674
WMS3624,Class B,FINGLAS NORTH A,-6.312387,53.393257
WMS2572,Class B,GRACE PARK,-6.233371,53.378051
WMS3464,Class B,USHERS F,-6.305412,53.339132
WMS2640,Class B,CLONTARF EAST B,-6.183674,53.365917
WMS0911,Bigbelly Bin,PEMBROKE WEST A,-6.236487,53.334021
WMS0061,Class A,CLONTARF EAST B,-6.177048,53.363744
WMS1144,Bigbelly Bin,ROYAL EXCHANGE A,-6.266386,53.345058
WMS1072,Bigbelly Bin,CLONTARF EAST C,-6.196511,53.359109
WMS1239,Bigbelly Bin,SOUTH DOCK,-6.236987,53.345999
WMS1178,Class A,MOUNTJOY A,-6.251577,53.351242
WMS3440,Class B,DECIES,-6.348209,53.340143
WMS0487,Class A,ROYAL EXCHANGE A,-6.261633,53.344383
WMS0708,Class A,SAINT KEVIN'S,-6.265054,53.335048
WMS2211,Class B,BEAUMONT D,-6.221479,53.382654
WMS2719,Class B,BOTANIC A,-6.270069,53.368275
WMS0489,Class A,ROYAL EXCHANGE A,-6.262502,53.344324
WMS0503,Class A,BALLYGALL C,-6.27186,53.389821
WMS4656,Cast Iron,WOOD QUAY A,-6.271443,53.340636
WMS0298,Class A,NORTH CITY,-6.265972,53.3472
WMS3725,Class B,BALLYGALL A,-6.297086,53.389934
WMS0021,Class A,BALLYMUN C,-6.260056,53.397176
WMS2158,Class B,BALLYGALL C,-6.265713,53.383408
WMS3546,Class B,CABRA EAST C,-6.282832,53.361005
WMS4672,Cast Iron,BOTANIC C,-6.264723,53.365108
WMS3692,Class B,FINGLAS SOUTH B,-6.300249,53.387853
WMS3328,Class B,CRUMLIN D,-6.315526,53.32603
WMS3432,Class B,DRUMFINN,-6.358842,53.347975
WMS4529,Cast Iron,DRUMFINN,-6.35201,53.342333
WMS2927,Class B,INNS QUAY B,-6.266233,53.358151
WMS2379,Class B,PRIORSWOOD D,-6.193497,53.392417
WMS4302,Cast Iron,ROTUNDA B,-6.268336,53.351742
WMS4414,Cast Iron,MANSION HOUSE A,-6.255025,53.345614
WMS0588,Class A,USHERS A,-6.293224,53.342673
WMS1689,Dog Bin,GRANGE E,-6.180263,53.38613
WMS4094,Cast Iron,RAHENY-St. ASSAM,-6.173555,53.380423
WMS1117,Bigbelly Bin,NORTH CITY,-6.261877,53.346829
WMS0040,Class A,ROYAL EXCHANGE A,-6.265971,53.339475
WMS0757,Class A,CLONTARF WEST A,-6.205148,53.381897
WMS1131,Bigbelly Bin,ROYAL EXCHANGE A,-6.259684,53.346703
WMS0811,Class A,MANSION HOUSE B,-6.256822,53.342639
WMS0833,Class A,MANSION HOUSE B,-6.256442,53.342408
WMS1378,Class A,NORTH CITY,-6.265646,53.348903
WMS0196,Class A,NORTH DOCK C,-6.253099,53.348356
WMS0958,Class A,NORTH CITY,-6.25921,53.350015
WMS4442,Cast Iron,PEMBROKE EAST B,-6.215326,53.332678
WMS0826,Class A,MANSION HOUSE A,-6.258549,53.345912
WMS3946,Class B,RATHFARNHAM,-6.270466,53.307971
WMS4605,Cast Iron,CARNA,-6.357096,53.342385
WMS3267,Class B,TERENURE D,-6.292399,53.302962
WMS2755,Class B,CABRA EAST B,-6.284014,53.361233
WMS1453,Class A,RATHMINES WEST E,-6.282381,53.312449
WMS0309,Class A,ROTUNDA B,-6.26438,53.354127
WMS2594,Class B,CLONTARF WEST D,-6.234307,53.367078
WMS2194,Class B,WHITEHALL C,-6.251072,53.391117
WMS4060,Cast Iron,PRIORSWOOD E,-6.209992,53.400164
WMS2226,Class B,WHITEHALL C,-6.244385,53.39733
WMS3113,Class B,RATHMINES EAST B,-6.237452,53.322201
WMS1442,Class A,SAINT KEVIN'S,-6.265496,53.336198
WMS0164,Class A,NORTH CITY,-6.257298,53.350232
WMS0306,Class A,ROTUNDA A,-6.263107,53.354298
WMS0591,Class A,WOOD QUAY A,-6.27212,53.341428
WMS3874,Class B,BOTANIC A,-6.278843,53.370205
WMS0832,Class A,MANSION HOUSE B,-6.255828,53.340856
WMS2402,Class B,GRANGE A,-6.16269,53.402796
WMS3706,Class B,BALLYGALL C,-6.277016,53.387598
WMS3671,Class B,KIMMAGE B,-6.298522,53.322937
WMS0843,Class A,SOUTH DOCK,-6.239668,53.342638
WMS3875,Class B,DRUMCONDRA SOUTH B,-6.250946,53.362486
WMS1751,Bigbelly Bin,BALLYGALL D,-6.277636,53.382472
WMS1128,Bigbelly Bin,NORTH CITY,-6.255648,53.348075
WMS3891,Class B,ASHTOWN B,-6.317541,53.367572
WMS2296,Class B,BEAUMONT B,-6.215198,53.39012
WMS2076,Class B,BALLYMUN E,-6.27781,53.393563
WMS3100,Class B,PEMBROKE WEST B,-6.235853,53.322014
WMS3774,Class B,ASHTOWN A,-6.321349,53.374744
WMS4328,Cast Iron,MANSION HOUSE B,-6.254935,53.3377
WMS3425,Class B,PALMERSTON VILLAGE,-6.370608,53.343653
WMS3795,Class B,ASHTOWN A,-6.331788,53.37363
WMS2288,Class B,BEAUMONT C,-6.212306,53.382777
WMS2292,Class B,BEAUMONT C,-6.214496,53.383921
WMS0704,Class A,SAINT KEVIN'S,-6.262957,53.334328
WMS3684,Class B,KIMMAGE B,-6.303376,53.321153
WMS3276,Class B,CRUMLIN C,-6.29246,53.331687
WMS0515,Bigbelly Bin,MOUNTJOY A,-6.254164,53.352623
WMS0777,Class A,ASHTOWN A,-6.324388,53.369918
WMS2380,Class B,PRIORSWOOD D,-6.188748,53.396149
WMS2622,Class B,CLONTARF EAST A,-6.179808,53.375464
WMS4267,Cast Iron,MOUNTJOY A,-6.24978,53.354618
WMS0396,Class A,EDENMORE,-6.18305,53.388792
WMS1395,Bigbelly Bin,ROYAL EXCHANGE A,-6.26284,53.346016
WMS2125,Class B,BALLYGALL C,-6.273569,53.384012
WMS0524,Class A,PEMBROKE EAST D,-6.215043,53.317994
WMS1792,Bigbelly Bin,EDENMORE,-6.187857,53.386245
WMS3548,Class B,BOTANIC A,-6.284598,53.378027
WMS2009,Class B,FINGLAS NORTH C,-6.302569,53.396093
WMS2633,Class B,CLONTARF EAST A,-6.17299,53.367299
WMS2266,Class B,BEAUMONT B,-6.230317,53.38569
WMS0007,Class A,BALLYMUN D,-6.264371,53.395435
WMS2739,Class B,FINGLAS SOUTH B,-6.291687,53.382133
WMS1470,Bigbelly Bin,SOUTH DOCK,-6.242354,53.342971
WMS3383,Class B,CRUMLIN F,-6.321095,53.325076
WMS1765,Bigbelly Bin,ROYAL EXCHANGE A,-6.259311,53.345876
WMS4367,Cast Iron,SOUTH DOCK,-6.241684,53.336796
WMS1381,Bigbelly Bin,CABRA EAST A,-6.272768,53.361601
WMS4332,Cast Iron,MANSION HOUSE B,-6.250835,53.337565
WMS1627,Class A,ROYAL EXCHANGE B,-6.260486,53.342838
WMS4122,Cast Iron,ASHTOWN B,-6.327222,53.368754
WMS3984,Class B,CABRA EAST B,-6.285952,53.361446
WMS0359,Class A,NORTH CITY,-6.265786,53.346356
WMS4497,Cast Iron,USHERS C,-6.287411,53.341615
WMS2885,Class B,NORTH DOCK A,-6.242283,53.357711
WMS3393,Class B,KILMAINHAM B,-6.320498,53.339503
WMS4330,Cast Iron,MANSION HOUSE B,-6.255262,53.337938
WMS1051,Class A,NORTH CITY,-6.259479,53.347384
WMS1743,Bigbelly Bin,CABRA EAST C,-6.290049,53.35806
WMS0268,Class A,NORTH CITY,-6.263861,53.349275
WMS2190,Class B,AIRPORT,-6.25718,53.400098
WMS3764,Class B,CABRA EAST B,-6.289695,53.365706
WMS0015,Class A,BALLYMUN C,-6.264004,53.395781
WMS0762,Class A,SAINT KEVIN'S,-6.26342,53.335694
WMS1771,Class A,ROYAL EXCHANGE B,-6.261315,53.342982
WMS0994,Class A,PEMBROKE WEST A,-6.227109,53.337551
WMS2839,Class B,RAHENY-St. ASSAM,-6.170674,53.382154
WMS3405,Class B,INCHICORE A,-6.325978,53.336298
WMS4324,Cast Iron,MANSION HOUSE B,-6.254922,53.338543
WMS1655,Class A,MERCHANTS QUAY C,-6.285384,53.33993
WMS2569,Class B,GRACE PARK,-6.232012,53.370206
WMS2013,Class B,FINGLAS NORTH B,-6.301107,53.391083
WMS4271,Cast Iron,MOUNTJOY A,-6.250047,53.354201
WMS3156,Class B,RATHMINES EAST A,-6.257576,53.328515
WMS4323,Cast Iron,ROYAL EXCHANGE B,-6.264334,53.340476
WMS2914,Class B,ARRAN QUAY A,-6.27258,53.360126
WMS3911,Class B,BALLYBOUGH B,-6.259222,53.359416
WMS0709,Class A,SAINT KEVIN'S,-6.26511,53.33579
WMS4121,Cast Iron,CABRA EAST A,-6.282498,53.372006
WMS0404,Class A,ROYAL EXCHANGE B,-6.261065,53.340795
WMS0236,Class A,NORTH CITY,-6.261185,53.351407
WMS1716,Class B,INNS QUAY B,-6.269003,53.357908
WMS0272,Class A,NORTH CITY,-6.26494,53.349017
WMS4498,Cast Iron,USHERS C,-6.286392,53.341602
WMS2001,Class B,BOTANIC B,-6.256785,53.365037
WMS2216,Class B,WHITEHALL B,-6.245961,53.388677
WMS4486,Cast Iron,MERCHANTS QUAY B,-6.279866,53.342853
WMS0116,Class A,NORTH DOCK C,-6.251573,53.349965
WMS3610,Class B,GRANGE D,-6.174706,53.385848
WMS2732,Class B,CABRA EAST A,-6.278274,53.369797
WMS2337,Class B,HARMONSTOWN A,-6.204294,53.382737
WMS4053,Cast Iron,BEAUMONT F,-6.23007,53.378668
WMS3120,Class B,RATHMINES EAST A,-6.243561,53.326858
WMS3820,Class B,ASHTOWN B,-6.327685,53.370479
WMS0939,Class A,RATHMINES EAST D,-6.255443,53.32514
WMS3527,Class B,PEMBROKE EAST D,-6.213454,53.319162
WMS3477,Class B,CABRA EAST B,-6.283061,53.361113
WMS3443,Class B,INCHICORE B,-6.343347,53.331454
WMS4378,Cast Iron,SOUTH DOCK,-6.244155,53.336696
WMS4641,Cast Iron,RATHMINES WEST B,-6.25831,53.32719
WMS1447,Dog Bin,BEAUMONT E,-6.224296,53.378122
WMS4558,Cast Iron,MERCHANTS QUAY B,-6.279005,53.342239
WMS0486,Class A,ROYAL EXCHANGE A,-6.261035,53.344468
WMS2479,Class B,HARMONSTOWN B,-6.192046,53.379052
WMS2281,Class B,BEAUMONT B,-6.219492,53.386713
WMS1367,Bigbelly Bin,WHITEHALL D,-6.241707,53.381685
WMS3618,Class B,INNS QUAY A,-6.264532,53.358502
WMS3242,Class B,TERENURE A,-6.284416,53.317597
WMS0055,Class A,CLONTARF EAST B,-6.186171,53.359204
WMS4088,Cast Iron,CLONTARF EAST A,-6.175313,53.379429
WMS0602,Class A,PEMBROKE EAST D,-6.20178,53.312576
WMS2240,Class B,WHITEHALL D,-6.242097,53.387059
WMS4220,Cast Iron,ROTUNDA A,-6.263534,53.354674
WMS2347,Class B,KILMORE C,-6.215236,53.395687
WMS2331,Class B,BEAUMONT D,-6.222674,53.380363
WMS2077,Class B,BALLYMUN E,-6.274864,53.393268
WMS4159,Cast Iron,NORTH DOCK C,-6.241006,53.350412
WMS2915,Class B,ARRAN QUAY C,-6.279892,53.347849
WMS0776,Class A,RATHMINES EAST D,-6.252474,53.324181
WMS4592,Cast Iron,SOUTH DOCK,-6.242629,53.336128
WMS3110,Class B,PEMBROKE EAST D,-6.22775,53.315842
WMS0310,Class A,ROTUNDA B,-6.264731,53.353988
WMS0296,Class A,WHITEHALL D,-6.241766,53.381671
WMS0838,Class A,MANSION HOUSE A,-6.250485,53.344291
WMS0567,Class A,ROYAL EXCHANGE A,-6.266469,53.338413
WMS0752,Class A,SAINT KEVIN'S,-6.254046,53.333138
WMS4543,Cast Iron,DRUMFINN,-6.35255,53.342215
WMS3908,Class B,CLONTARF EAST D,-6.208417,53.369944
WMS0945,Class A,RATHMINES WEST B,-6.264801,53.326458
WMS0436,Class A,KIMMAGE C,-6.291884,53.320355
WMS2097,Class B,BALLYMUN E,-6.279118,53.390547
WMS2525,Class B,CLONTARF WEST C,-6.218722,53.366806
WMS3066,Class B,RATHMINES WEST F,-6.278045,53.318769
WMS1370,Bigbelly Bin,PRIORSWOOD D,-6.187539,53.396659
WMS0458,Class A,ROYAL EXCHANGE A,-6.268245,53.343884
WMS1435,Class A,ASHTOWN A,-6.324164,53.370694
WMS1330,Class A,CLONTARF EAST A,-6.177833,53.376611
WMS1663,Dog Bin,WHITEHALL B,-6.247268,53.386576
WMS1353,Bigbelly Bin,BALLYGALL C,-6.271446,53.389791
WMS3080,Class B,PEMBROKE EAST E,-6.223887,53.325861
WMS2547,Class B,GRACE PARK,-6.21931,53.375223
WMS1010,Class A,NORTH CITY,-6.261807,53.352352
WMS3627,Class B,WOOD QUAY B,-6.268993,53.336061
WMS3620,Class B,RAHENY-St. ASSAM,-6.160419,53.377006
WMS4156,Cast Iron,NORTH DOCK B,-6.227101,53.353695
WMS1168,Bigbelly Bin,SAINT KEVIN'S,-6.26522,53.330211
WMS0178,Class A,NORTH CITY,-6.258464,53.348505
WMS1106,Bigbelly Bin,CRUMLIN F,-6.317453,53.32671
WMS1104,Bigbelly Bin,CARNA,-6.358497,53.342541
WMS0909,Bigbelly Bin,PEMBROKE WEST C,-6.238935,53.336575
WMS1069,Bigbelly Bin,RAHENY-St. ASSAM,-6.173954,53.380199
WMS1294,Bigbelly Bin,MANSION HOUSE A,-6.245372,53.346589
WMS4109,Cast Iron,GRACE PARK,-6.221058,53.373504
WMS0441,Class A,GRANGE C,-6.162363,53.396155
WMS0417,Class A,PEMBROKE EAST E,-6.224834,53.330436
WMS4177,Cast Iron,MOUNTJOY B,-6.259986,53.357802
WMS3472,Class B,KILMAINHAM C,-6.319809,53.33924
WMS1048,Class A,MANSION HOUSE A,-6.258936,53.345695
WMS1156,Bigbelly Bin,MOUNTJOY A,-6.250016,53.351676
WMS0850,Class A,MANSION HOUSE A,-6.246075,53.343562
WMS2041,Class B,FINGLAS NORTH A,-6.310381,53.397715
WMS1408,Class A,KILMORE D,-6.200818,53.388232
WMS4387,Cast Iron,MANSION HOUSE B,-6.247236,53.3398
WMS0794,Class A,SOUTH DOCK,-6.245103,53.337351
WMS4580,Cast Iron,NORTH CITY,-6.256295,53.352909
WMS4201,Cast Iron,ROTUNDA A,-6.258686,53.356258
WMS3647,Class B,KIMMAGE B,-6.300395,53.319689
WMS0702,Class A,SAINT KEVIN'S,-6.263339,53.334744
WMS4422,Cast Iron,SAINT KEVIN'S,-6.255893,53.332327
WMS4256,Cast Iron,MOUNTJOY A,-6.254218,53.350638
WMS2044,Class B,FINGLAS NORTH A,-6.308495,53.399087
WMS0992,Class A,WHITEHALL D,-6.240944,53.381499
WMS3881,Class B,BEAUMONT A,-6.234835,53.391355
WMS0736,Class A,MANSION HOUSE B,-6.256699,53.336713
WMS2593,Class B,CLONTARF WEST E,-6.23562,53.368807
WMS3400,Class B,KILMAINHAM A,-6.326684,53.341953
WMS4567,Cast Iron,NORTH DOCK C,-6.24429,53.352819
WMS4407,Cast Iron,MANSION HOUSE A,-6.253044,53.345876
WMS1325,Class A,RATHMINES WEST D,-6.26577,53.321156
WMS2629,Class B,CLONTARF EAST A,-6.178595,53.378259
WMS1064,Bigbelly Bin,BALLYMUN F,-6.286492,53.390544
WMS3967,Class B,ARRAN QUAY E,-6.292958,53.354654
WMS4401,Cast Iron,MANSION HOUSE A,-6.248404,53.341533
WMS3476,Class B,BALLYBOUGH A,-6.245658,53.355693
WMS0748,Class A,PEMBROKE WEST C,-6.251855,53.331121
WMS3958,Class B,CLONTARF EAST B,-6.189151,53.366593
